radius_lower_m,radius_upper_m,radius_center_m,count,chrono_response_mm_mean,chrono_response_mm_rmse,chrono_response_mm_p05,chrono_response_mm_median,chrono_response_mm_p95,genesis_response_mm_mean,genesis_response_mm_rmse,genesis_response_mm_p05,genesis_response_mm_median,genesis_response_mm_p95,error_mm_mean,error_mm_rmse,error_mm_p05,error_mm_median,error_mm_p95,phase,inside_action_radius
0.14,0.145,0.14250000000000002,168,0.0,0.0,0.0,0.0,0.0,0.29548749327659607,0.2959269881248474,0.2704780697822571,0.2942957580089569,0.3229464888572693,0.29548749327659607,0.2959269881248474,0.2704780697822571,0.2942957580089569,0.3229464888572693,recovery,False
0.145,0.15,0.1475,190,0.0,0.0,0.0,0.0,0.0,0.26053091883659363,0.2608884572982788,0.2405177801847458,0.2589850425720215,0.28306886553764343,0.26053091883659363,0.2608884572982788,0.2405177801847458,0.2589850425720215,0.28306886553764343,recovery,False
0.15,0.155,0.1525,188,0.0,0.0,0.0,0.0,0.0,0.23162734508514404,0.2319038361310959,0.21328526735305786,0.23028072714805603,0.25104811787605286,0.23162734508514404,0.2319038361310959,0.21328526735305786,0.23028072714805603,0.25104811787605286,recovery,False
0.155,0.16,0.1575,209,0.0,0.0,0.0,0.0,0.0,0.2069181203842163,0.20714974403381348,0.19146861135959625,0.20589077472686768,0.22330071032047272,0.2069181203842163,0.20714974403381348,0.19146861135959625,0.20589077472686768,0.22330071032047272,recovery,False
0.16,0.165,0.1625,201,0.0,0.0,0.0,0.0,0.0,0.1864076852798462,0.18659278750419617,0.17366242408752441,0.18619096279144287,0.20050376653671265,0.1864076852798462,0.18659278750419617,0.17366242408752441,0.18619096279144287,0.20050376653671265,recovery,False
0.165,0.17,0.1675,210,0.0,0.0,0.0,0.0,0.0,0.16940143704414368,0.16955116391181946,0.15885810554027557,0.1693057119846344,0.18142354488372803,0.16940143704414368,0.16955116391181946,0.15885810554027557,0.1693057119846344,0.18142354488372803,recovery,False
0.17,0.17500000000000002,0.17250000000000001,231,0.0,0.0,0.0,0.0,0.0,0.15434210002422333,0.15448226034641266,0.14362399280071259,0.153730571269989,0.16582542657852173,0.15434210002422333,0.15448226034641266,0.14362399280071259,0.153730571269989,0.16582542657852173,recovery,False
0.17500000000000002,0.18,0.1775,201,0.0,0.0,0.0,0.0,0.0,0.14217135310173035,0.14229315519332886,0.1328863501548767,0.14198201894760132,0.15229061245918274,0.14217135310173035,0.14229315519332886,0.1328863501548767,0.14198201894760132,0.15229061245918274,recovery,False
0.18,0.185,0.1825,232,0.0,0.0,0.0,0.0,0.0,0.13205060362815857,0.13216760754585266,0.12326707690954208,0.13179951906204224,0.14182980358600616,0.13205060362815857,0.13216760754585266,0.12326707690954208,0.13179951906204224,0.14182980358600616,recovery,False
0.185,0.19,0.1875,228,0.0,0.0,0.0,0.0,0.0,0.12253899872303009,0.1226532906293869,0.11444984376430511,0.12224127352237701,0.1323317289352417,0.12253899872303009,0.1226532906293869,0.11444984376430511,0.12224127352237701,0.1323317289352417,recovery,False
0.19,0.195,0.1925,260,0.0,0.0,0.0,0.0,0.0,0.1134650707244873,0.11359290778636932,0.1053231880068779,0.11304959654808044,0.12375262379646301,0.1134650707244873,0.11359290778636932,0.1053231880068779,0.11304959654808044,0.12375262379646301,recovery,False
0.195,0.2,0.1975,247,0.0,0.0,0.0,0.0,0.0,0.1055399626493454,0.1056811660528183,0.09732196480035782,0.1052301824092865,0.1156720221042633,0.1055399626493454,0.1056811660528183,0.09732196480035782,0.1052301824092865,0.1156720221042633,recovery,False
0.2,0.20500000000000002,0.2025,237,0.0,0.0,0.0,0.0,0.0,0.09897418320178986,0.09911657124757767,0.09081610292196274,0.09875208139419556,0.1083967536687851,0.09897418320178986,0.09911657124757767,0.09081610292196274,0.09875208139419556,0.1083967536687851,recovery,False
0.20500000000000002,0.21,0.20750000000000002,268,0.0,0.0,0.0,0.0,0.0,0.0925208032131195,0.09267301112413406,0.08453956246376038,0.09194234013557434,0.10195764899253845,0.0925208032131195,0.09267301112413406,0.08453956246376038,0.09194234013557434,0.10195764899253845,recovery,False
0.21,0.215,0.2125,265,0.0,0.0,0.0,0.0,0.0,0.08693371713161469,0.08712802827358246,0.07882712781429291,0.08616185188293457,0.09765290468931198,0.08693371713161469,0.08712802827358246,0.07882712781429291,0.08616185188293457,0.09765290468931198,recovery,False
0.215,0.22,0.2175,289,0.0,0.0,0.0,0.0,0.0,0.08184374868869781,0.08208995312452316,0.07329191267490387,0.08070558309555054,0.09352409094572067,0.08184374868869781,0.08208995312452316,0.07329191267490387,0.08070558309555054,0.09352409094572067,recovery,False
0.22,0.225,0.2225,280,0.0,0.0,0.0,0.0,0.0,0.07765156775712967,0.07797747105360031,0.06867871433496475,0.07585246860980988,0.09065622091293335,0.07765156775712967,0.07797747105360031,0.06867871433496475,0.07585246860980988,0.09065622091293335,recovery,False
0.225,0.23,0.2275,268,0.0,0.0,0.0,0.0,0.0,0.07449523359537125,0.07492942363023758,0.06453883647918701,0.07202701270580292,0.08904985338449478,0.07449523359537125,0.07492942363023758,0.06453883647918701,0.07202701270580292,0.08904985338449478,recovery,False
0.23,0.23500000000000001,0.2325,296,0.0,0.0,0.0,0.0,0.0,0.07101553678512573,0.0715985894203186,0.059513211250305176,0.06759162247180939,0.0880318135023117,0.07101553678512573,0.0715985894203186,0.059513211250305176,0.06759162247180939,0.0880318135023117,recovery,False
0.23500000000000001,0.24,0.2375,290,0.0,0.0,0.0,0.0,0.0,0.06895998120307922,0.06973536312580109,0.05630900338292122,0.06560821831226349,0.0875871330499649,0.06895998120307922,0.06973536312580109,0.05630900338292122,0.06560821831226349,0.0875871330499649,recovery,False
0.24,0.245,0.2425,312,0.0,0.0,0.0,0.0,0.0,0.06649138778448105,0.0676269456744194,0.0522398017346859,0.062140822410583496,0.08768107742071152,0.06649138778448105,0.0676269456744194,0.0522398017346859,0.062140822410583496,0.08768107742071152,recovery,False
0.245,0.25,0.2475,307,0.0,0.0,0.0,0.0,0.0,0.06633127480745316,0.06781750917434692,0.04848232492804527,0.06446528434753418,0.08967015892267227,0.06633127480745316,0.06781750917434692,0.04848232492804527,0.06446528434753418,0.08967015892267227,recovery,False
0.25,0.255,0.2525,333,0.0,0.0,0.0,0.0,0.0,0.06585600227117538,0.06794312596321106,0.04542635753750801,0.06241968274116516,0.09291871637105942,0.06585600227117538,0.06794312596321106,0.04542635753750801,0.06241968274116516,0.09291871637105942,recovery,False
0.255,0.26,0.2575,324,0.0,0.0,0.0,0.0,0.0,0.06603235751390457,0.06889422982931137,0.043168406933546066,0.06095452606678009,0.09853736311197281,0.06603235751390457,0.06889422982931137,0.043168406933546066,0.06095452606678009,0.09853736311197281,recovery,False
0.26,0.265,0.2625,314,0.0,0.0,0.0,0.0,0.0,0.06885859370231628,0.07258039712905884,0.040096867829561234,0.06463310122489929,0.10556159913539886,0.06885859370231628,0.07258039712905884,0.040096867829561234,0.06463310122489929,0.10556159913539886,recovery,False
0.265,0.27,0.2675,342,0.0,0.0,0.0,0.0,0.0,0.06880730390548706,0.07406922429800034,0.038024645298719406,0.06174226105213165,0.11407269537448883,0.06880730390548706,0.07406922429800034,0.038024645298719406,0.06174226105213165,0.11407269537448883,recovery,False
0.27,0.275,0.2725,328,0.0,0.0,0.0,0.0,0.0,0.0745917558670044,0.08120560646057129,0.03604267165064812,0.06805028021335602,0.12732625007629395,0.0745917558670044,0.08120560646057129,0.03604267165064812,0.06805028021335602,0.12732625007629395,recovery,False
0.275,0.28,0.2775,376,0.0,0.0,0.0,0.0,0.0,0.07706499844789505,0.08560109883546829,0.03431624919176102,0.06623077392578125,0.1465619057416916,0.07706499844789505,0.08560109883546829,0.03431624919176102,0.06623077392578125,0.1465619057416916,recovery,False
0.28,0.28500000000000003,0.28250000000000003,344,0.0,0.0,0.0,0.0,0.0,0.08649865537881851,0.09836843609809875,0.03329765051603317,0.07577714323997498,0.17637041211128235,0.08649865537881851,0.09836843609809875,0.03329765051603317,0.07577714323997498,0.17637041211128235,recovery,False
0.28500000000000003,0.29,0.2875,356,0.0,0.0,0.0,0.0,0.0,0.09747196733951569,0.11296315491199493,0.03271562606096268,0.08536551892757416,0.21254736185073853,0.09747196733951569,0.11296315491199493,0.03271562606096268,0.08536551892757416,0.21254736185073853,recovery,False
0.29,0.295,0.2925,364,0.0,0.0,0.0,0.0,0.0,0.10857177525758743,0.13080815970897675,0.030634675174951553,0.08685442805290222,0.2416790872812271,0.10857177525758743,0.13080815970897675,0.030634675174951553,0.08685442805290222,0.2416790872812271,recovery,False
0.295,0.3,0.2975,347,0.0,0.0,0.0,0.0,0.0,0.11609134823083878,0.1399480253458023,0.030376644805073738,0.08658602833747864,0.24621595442295074,0.11609134823083878,0.1399480253458023,0.030376644805073738,0.08658602833747864,0.24621595442295074,recovery,False
0.3,0.305,0.3025,319,0.0,0.0,0.0,0.0,0.0,0.10184000432491302,0.12606260180473328,0.027670137584209442,0.07408757507801056,0.23680010437965393,0.10184000432491302,0.12606260180473328,0.027670137584209442,0.07408757507801056,0.23680010437965393,recovery,False
0.305,0.31,0.3075,258,0.0,0.0,0.0,0.0,0.0,0.09573113918304443,0.11745412647724152,0.02742464654147625,0.06787396222352982,0.2224634736776352,0.09573113918304443,0.11745412647724152,0.02742464654147625,0.06787396222352982,0.2224634736776352,recovery,False
0.31,0.315,0.3125,238,0.0,0.0,0.0,0.0,0.0,0.08600667864084244,0.10694753378629684,0.025415334850549698,0.058673419058322906,0.2105664759874344,0.08600667864084244,0.10694753378629684,0.025415334850549698,0.058673419058322906,0.2105664759874344,recovery,False
0.315,0.32,0.3175,222,0.0,0.0,0.0,0.0,0.0,0.08271996676921844,0.10134413093328476,0.025733428075909615,0.05967487394809723,0.19849298894405365,0.08271996676921844,0.10134413093328476,0.025733428075909615,0.05967487394809723,0.19849298894405365,recovery,False
0.32,0.325,0.3225,195,0.0,0.0,0.0,0.0,0.0,0.0820515975356102,0.0994185358285904,0.02536330372095108,0.060828402638435364,0.19205717742443085,0.0820515975356102,0.0994185358285904,0.02536330372095108,0.060828402638435364,0.19205717742443085,recovery,False
0.325,0.33,0.3275,193,0.0,0.0,0.0,0.0,0.0,0.07008185237646103,0.08781523257493973,0.024986732751131058,0.043949589133262634,0.18312713503837585,0.07008185237646103,0.08781523257493973,0.024986732751131058,0.043949589133262634,0.18312713503837585,recovery,False
0.33,0.335,0.3325,164,0.0,0.0,0.0,0.0,0.0,0.07516772300004959,0.09049203246831894,0.025276819244027138,0.05588860809803009,0.17707158625125885,0.07516772300004959,0.09049203246831894,0.025276819244027138,0.05588860809803009,0.17707158625125885,recovery,False
0.335,0.34,0.3375,165,0.0,0.0,0.0,0.0,0.0,0.07034096121788025,0.08615705370903015,0.024894297122955322,0.04764111340045929,0.17012596130371094,0.07034096121788025,0.08615705370903015,0.024894297122955322,0.04764111340045929,0.17012596130371094,recovery,False
0.34,0.34500000000000003,0.3425,145,0.0,0.0,0.0,0.0,0.0,0.06950687617063522,0.08437566459178925,0.02504952810704708,0.048744961619377136,0.1651785671710968,0.06950687617063522,0.08437566459178925,0.02504952810704708,0.048744961619377136,0.1651785671710968,recovery,False
0.34500000000000003,0.35000000000000003,0.34750000000000003,132,0.0,0.0,0.0,0.0,0.0,0.07316455990076065,0.0858045145869255,0.02490704134106636,0.0547715499997139,0.15656855702400208,0.07316455990076065,0.0858045145869255,0.02490704134106636,0.0547715499997139,0.15656855702400208,recovery,False
0.35000000000000003,0.355,0.35250000000000004,130,0.0,0.0,0.0,0.0,0.0,0.058656174689531326,0.07198680192232132,0.024644821882247925,0.036836132407188416,0.1476593166589737,0.058656174689531326,0.07198680192232132,0.024644821882247925,0.036836132407188416,0.1476593166589737,recovery,False
0.355,0.36,0.3575,104,0.0,0.0,0.0,0.0,0.0,0.07142053544521332,0.08308025449514389,0.025462854653596878,0.05749700218439102,0.14517787098884583,0.07142053544521332,0.08308025449514389,0.025462854653596878,0.05749700218439102,0.14517787098884583,recovery,False
0.36,0.365,0.3625,110,0.0,0.0,0.0,0.0,0.0,0.06153254583477974,0.072909414768219,0.025513214990496635,0.041536808013916016,0.1388324797153473,0.06153254583477974,0.072909414768219,0.025513214990496635,0.041536808013916016,0.1388324797153473,recovery,False
0.365,0.37,0.3675,92,0.0,0.0,0.0,0.0,0.0,0.06777551025152206,0.07695159316062927,0.0277431458234787,0.05424453690648079,0.13218897581100464,0.06777551025152206,0.07695159316062927,0.0277431458234787,0.05424453690648079,0.13218897581100464,recovery,False
0.37,0.375,0.3725,82,0.0,0.0,0.0,0.0,0.0,0.06666311621665955,0.07563859224319458,0.0294375941157341,0.052217863500118256,0.1247333362698555,0.06666311621665955,0.07563859224319458,0.0294375941157341,0.052217863500118256,0.1247333362698555,recovery,False
0.375,0.38,0.3775,82,0.0,0.0,0.0,0.0,0.0,0.06746294349431992,0.07392299175262451,0.03331858292222023,0.06369775533676147,0.12154991924762726,0.06746294349431992,0.07392299175262451,0.03331858292222023,0.06369775533676147,0.12154991924762726,recovery,False
0.38,0.385,0.3825,52,0.0,0.0,0.0,0.0,0.0,0.07529506087303162,0.08131462335586548,0.03488609194755554,0.06987486779689789,0.12081848084926605,0.07529506087303162,0.08131462335586548,0.03488609194755554,0.06987486779689789,0.12081848084926605,recovery,False
0.385,0.39,0.3875,74,0.0,0.0,0.0,0.0,0.0,0.07201238721609116,0.07634662091732025,0.03896205872297287,0.06822147965431213,0.11337503045797348,0.07201238721609116,0.07634662091732025,0.03896205872297287,0.06822147965431213,0.11337503045797348,recovery,False
0.39,0.395,0.3925,34,0.0,0.0,0.0,0.0,0.0,0.08168922364711761,0.08497145026922226,0.04691355675458908,0.08678430318832397,0.1150263249874115,0.08168922364711761,0.08497145026922226,0.04691355675458908,0.08678430318832397,0.1150263249874115,recovery,False
0.395,0.4,0.3975,50,0.0,0.0,0.0,0.0,0.0,0.08807768672704697,0.09000220894813538,0.053280699998140335,0.09315928816795349,0.11271944642066956,0.08807768672704697,0.09000220894813538,0.053280699998140335,0.09315928816795349,0.11271944642066956,recovery,False
0.4,0.405,0.4025,22,0.0,0.0,0.0,0.0,0.0,0.10496104508638382,0.10616485029459,0.07818030565977097,0.11201834678649902,0.12198270112276077,0.10496104508638382,0.10616485029459,0.07818030565977097,0.11201834678649902,0.12198270112276077,recovery,False
0.405,0.41000000000000003,0.40750000000000003,16,0.0,0.0,0.0,0.0,0.0,0.11872467398643494,0.12028493732213974,0.09624788165092468,0.11051797866821289,0.14757955074310303,0.11872467398643494,0.12028493732213974,0.09624788165092468,0.11051797866821289,0.14757955074310303,recovery,False
0.41000000000000003,0.41500000000000004,0.41250000000000003,20,0.0,0.0,0.0,0.0,0.0,0.14392316341400146,0.14586783945560455,0.11875218898057938,0.14010775089263916,0.18970896303653717,0.14392316341400146,0.14586783945560455,0.11875218898057938,0.14010775089263916,0.18970896303653717,recovery,False
0.41500000000000004,0.42,0.4175,4,0.0,0.0,0.0,0.0,0.0,0.1685452163219452,0.1685469001531601,0.16762012243270874,0.16855496168136597,0.16945667564868927,0.1685452163219452,0.1685469001531601,0.16762012243270874,0.16855496168136597,0.16945667564868927,recovery,False
0.42,0.425,0.4225,2,0.0,0.0,0.0,0.0,0.0,0.1902841329574585,0.19028478860855103,0.18983694911003113,0.1902841329574585,0.19073131680488586,0.1902841329574585,0.19028478860855103,0.18983694911003113,0.1902841329574585,0.19073131680488586,recovery,False
